8 27, 2024 11:33:02 午後 org.apache.karaf.main.Main launch
情報: Installing and starting initial bundles
8 27, 2024 11:33:02 午後 org.apache.karaf.main.Main launch
情報: All initial bundles installed and set to start
8 27, 2024 11:33:02 午後 org.apache.karaf.main.lock.SimpleFileLock lock
情報: Trying to lock /Users/ynitta/Documents/sandbox/osgi-sandbox/karaf/apache-karaf-4.4.6/lock
8 27, 2024 11:33:02 午後 org.apache.karaf.main.lock.SimpleFileLock lock
情報: Lock acquired
8 27, 2024 11:33:02 午後 org.apache.karaf.main.Main$KarafLockCallback lockAcquired
情報: Lock acquired. Setting startlevel to 100
2024-08-27T23:33:04,583 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 5 - org.ops4j.pax.logging.pax-logging-log4j2 - 2.2.7 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:657) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:598) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:565) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:555) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.Connection.getInputStream(Connection.java:123) ~[?:?]
		at org.apache.felix.framework.util.SecureAction.getURLConnectionInputStream(SecureAction.java:677) ~[?:?]
		at org.apache.felix.framework.cache.JarRevision.initialize(JarRevision.java:166) ~[?:?]
		at org.apache.felix.framework.cache.JarRevision.<init>(JarRevision.java:76) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.createRevisionFromLocation(BundleArchive.java:819) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.reviseInternal(BundleArchive.java:491) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.<init>(BundleArchive.java:155) ~[?:?]
		at org.apache.felix.framework.cache.BundleCache.create(BundleCache.java:457) ~[?:?]
		at org.apache.felix.framework.Felix.installBundle(Felix.java:3254) ~[?:?]
		at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
		at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
		... 13 more
		Suppressed: shaded.org.eclipse.aether.transfer.ArtifactNotFoundException: Could not find artifact com.baeldung:osgi-intro-sample-activator:jar:1.0-SNAPSHOT in apache (https://repository.apache.org/content/groups/snapshots-group/)
			at shaded.org.eclipse.aether.connector.basic.ArtifactTransportListener.transferFailed(ArtifactTransportListener.java:48) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector$TaskRunner.run(BasicRepositoryConnector.java:401) ~[?:?]
			at shaded.org.eclipse.aether.util.concurrency.RunnableErrorForwarder.lambda$wrap$0(RunnableErrorForwarder.java:73) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector$DirectExecutor.execute(BasicRepositoryConnector.java:669) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector.get(BasicRepositoryConnector.java:290) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.performDownloads(DefaultArtifactResolver.java:520) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:408) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:235) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:212) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:272) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:767) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:657) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:598) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:565) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:555) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.Connection.getInputStream(Connection.java:123) ~[?:?]
			at org.apache.felix.framework.util.SecureAction.getURLConnectionInputStream(SecureAction.java:677) ~[?:?]
			at org.apache.felix.framework.cache.JarRevision.initialize(JarRevision.java:166) ~[?:?]
			at org.apache.felix.framework.cache.JarRevision.<init>(JarRevision.java:76) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.createRevisionFromLocation(BundleArchive.java:819) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.reviseInternal(BundleArchive.java:491) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.<init>(BundleArchive.java:155) ~[?:?]
			at org.apache.felix.framework.cache.BundleCache.create(BundleCache.java:457) ~[?:?]
			at org.apache.felix.framework.Felix.installBundle(Felix.java:3254) ~[?:?]
			at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
			at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
			at org.apache.karaf.shell.impl.action.command.ActionCommand.execute(ActionCommand.java:88) ~[?:?]
			at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:68) ~[?:?]
			at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:86) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.executeCmd(Closure.java:599) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.executeStatement(Closure.java:526) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.execute(Closure.java:415) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.doCall(Pipe.java:416) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:229) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:59) ~[?:?]
			at java.util.concurrent.FutureTask.run(FutureTask.java:266) ~[?:1.8.0_345]
			at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) ~[?:1.8.0_345]
			at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) ~[?:1.8.0_345]
			at java.lang.Thread.run(Thread.java:750) [?:1.8.0_345]
		Suppressed: shaded.org.eclipse.aether.transfer.ArtifactNotFoundException: Could not find artifact com.baeldung:osgi-intro-sample-activator:jar:1.0-SNAPSHOT in ops4j.sonatype.snapshots.deploy (https://oss.sonatype.org/content/repositories/ops4j-snapshots/)
			at shaded.org.eclipse.aether.connector.basic.ArtifactTransportListener.transferFailed(ArtifactTransportListener.java:48) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector$TaskRunner.run(BasicRepositoryConnector.java:401) ~[?:?]
			at shaded.org.eclipse.aether.util.concurrency.RunnableErrorForwarder.lambda$wrap$0(RunnableErrorForwarder.java:73) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector$DirectExecutor.execute(BasicRepositoryConnector.java:669) ~[?:?]
			at shaded.org.eclipse.aether.connector.basic.BasicRepositoryConnector.get(BasicRepositoryConnector.java:290) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.performDownloads(DefaultArtifactResolver.java:520) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:408) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:235) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:212) ~[?:?]
			at shaded.org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:272) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:767) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:657) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:598) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:565) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:555) ~[?:?]
			at org.ops4j.pax.url.mvn.internal.Connection.getInputStream(Connection.java:123) ~[?:?]
			at org.apache.felix.framework.util.SecureAction.getURLConnectionInputStream(SecureAction.java:677) ~[?:?]
			at org.apache.felix.framework.cache.JarRevision.initialize(JarRevision.java:166) ~[?:?]
			at org.apache.felix.framework.cache.JarRevision.<init>(JarRevision.java:76) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.createRevisionFromLocation(BundleArchive.java:819) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.reviseInternal(BundleArchive.java:491) ~[?:?]
			at org.apache.felix.framework.cache.BundleArchive.<init>(BundleArchive.java:155) ~[?:?]
			at org.apache.felix.framework.cache.BundleCache.create(BundleCache.java:457) ~[?:?]
			at org.apache.felix.framework.Felix.installBundle(Felix.java:3254) ~[?:?]
			at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
			at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
			at org.apache.karaf.shell.impl.action.command.ActionCommand.execute(ActionCommand.java:88) ~[?:?]
			at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:68) ~[?:?]
			at org.apache.karaf.shell.impl.console.osgi.secured.SecuredCommand.execute(SecuredCommand.java:86) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.executeCmd(Closure.java:599) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.executeStatement(Closure.java:526) ~[?:?]
			at org.apache.felix.gogo.runtime.Closure.execute(Closure.java:415) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.doCall(Pipe.java:416) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:229) ~[?:?]
			at org.apache.felix.gogo.runtime.Pipe.call(Pipe.java:59) ~[?:?]
			at java.util.concurrent.FutureTask.run(FutureTask.java:266) ~[?:1.8.0_345]
			at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) ~[?:1.8.0_345]
			at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) ~[?:1.8.0_345]
			at java.lang.Thread.run(Thread.java:750) [?:1.8.0_345]
	Caused by: shaded.org.eclipse.aether.resolution.ArtifactResolutionException: Error resolving artifact com.baeldung:osgi-intro-sample-activator:jar:1.0-SNAPSHOT
		at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:431) ~[?:?]
		at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:235) ~[?:?]
		at shaded.org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:212) ~[?:?]
		at shaded.org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:272) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:767) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:657) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:598) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:565) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.AetherBasedResolver.resolve(AetherBasedResolver.java:555) ~[?:?]
		at org.ops4j.pax.url.mvn.internal.Connection.getInputStream(Connection.java:123) ~[?:?]
		at org.apache.felix.framework.util.SecureAction.getURLConnectionInputStream(SecureAction.java:677) ~[?:?]
		at org.apache.felix.framework.cache.JarRevision.initialize(JarRevision.java:166) ~[?:?]
		at org.apache.felix.framework.cache.JarRevision.<init>(JarRevision.java:76) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.createRevisionFromLocation(BundleArchive.java:819) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.reviseInternal(BundleArchive.java:491) ~[?:?]
		at org.apache.felix.framework.cache.BundleArchive.<init>(BundleArchive.java:155) ~[?:?]
		at org.apache.felix.framework.cache.BundleCache.create(BundleCache.java:457) ~[?:?]
		at org.apache.felix.framework.Felix.installBundle(Felix.java:3254) ~[?:?]
		at org.apache.felix.framework.BundleContextImpl.installBundle(BundleContextImpl.java:147) ~[?:?]
		at org.apache.karaf.bundle.command.Install.execute(Install.java:84) ~[?:?]
		... 13 more
2024-08-27T23:38:07,729 | INFO  | pipe-logout      | LogoutAction                     | 44 - org.apache.karaf.shell.commands - 4.4.6 | Disconnecting from current session...
2024-08-27T23:38:07,759 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.event/4.4.6
2024-08-27T23:38:07,779 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.system.core/4.4.6
2024-08-27T23:38:07,792 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.shell.ssh/4.4.6
2024-08-27T23:38:07,854 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.log.core/4.4.6
2024-08-27T23:38:07,856 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.shell.commands/4.4.6
2024-08-27T23:38:07,858 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.features.command/4.4.6
2024-08-27T23:38:07,859 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.package.core/4.4.6
2024-08-27T23:38:07,860 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.instance.core/4.4.6
2024-08-27T23:38:07,861 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.bundle.core/4.4.6
2024-08-27T23:38:07,862 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.config.command/4.4.6
2024-08-27T23:38:07,870 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.diagnostic.core/4.4.6
2024-08-27T23:38:07,871 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.kar.core/4.4.6
2024-08-27T23:38:07,872 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.jaas.command/4.4.6
2024-08-27T23:38:07,873 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.service.core/4.4.6
2024-08-27T23:38:07,874 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Unregistering commands for bundle org.apache.karaf.deployer.kar/4.4.6
2024-08-27T23:38:07,903 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@723b83a9 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=c82ca8d8-5b5c-4f89-ad9c-b4a2dc91cef4
2024-08-27T23:38:07,904 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@723b83a9 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=c82ca8d8-5b5c-4f89-ad9c-b4a2dc91cef4
2024-08-27T23:38:07,904 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@723b83a9 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=c82ca8d8-5b5c-4f89-ad9c-b4a2dc91cef4
2024-08-27T23:38:07,905 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@723b83a9 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=c82ca8d8-5b5c-4f89-ad9c-b4a2dc91cef4
2024-08-27T23:38:07,907 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@723b83a9 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=c82ca8d8-5b5c-4f89-ad9c-b4a2dc91cef4
2024-08-27T23:38:07,908 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@723b83a9 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=c82ca8d8-5b5c-4f89-ad9c-b4a2dc91cef4
2024-08-27T23:38:07,914 | WARN  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2024-08-27T23:38:07,979 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Stopping JMX OSGi agent
2024-08-27T23:38:07,981 | INFO  | FelixStartLevel  | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=c82ca8d8-5b5c-4f89-ad9c-b4a2dc91cef4] for service with service.id [16]
8 27, 2024 11:38:38 午後 org.apache.karaf.main.lock.SimpleFileLock lock
情報: Trying to lock /Users/ynitta/Documents/sandbox/osgi-sandbox/karaf/apache-karaf-4.4.6/lock
8 27, 2024 11:38:38 午後 org.apache.karaf.main.lock.SimpleFileLock lock
情報: Lock acquired
8 27, 2024 11:38:38 午後 org.apache.karaf.main.Main$KarafLockCallback lockAcquired
情報: Lock acquired. Setting startlevel to 100
2024-08-27T23:38:39,978 | INFO  | CM Configuration Updater (ManagedService Update: pid=[org.ops4j.pax.logging]) | EventAdminConfigurationNotifier  | 5 - org.ops4j.pax.logging.pax-logging-log4j2 - 2.2.7 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2024-08-27T23:38:39,978 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.bundle.core/4.4.6
2024-08-27T23:38:40,010 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.config.command/4.4.6
2024-08-27T23:38:40,033 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@8e453d4 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,037 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@8e453d4 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,040 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@8e453d4 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,041 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@8e453d4 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,043 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@8e453d4 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,047 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@8e453d4 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,054 | WARN  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2024-08-27T23:38:40,068 | WARN  | activator-1-thread-2 | Activator                        | 41 - org.apache.karaf.management.server - 4.4.6 | java.rmi.server.hostname system property is already set to 127.0.0.1. Apache Karaf doesn't override it
2024-08-27T23:38:40,091 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,092 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,092 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,094 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,097 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,097 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@1e8434ad with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=06e1ec26-ef85-4c96-ad6f-e85fc79a3938
2024-08-27T23:38:40,108 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.deployer.kar/4.4.6
2024-08-27T23:38:40,111 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.4.6
2024-08-27T23:38:40,136 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Command registration delayed for bundle org.apache.karaf.features.command/4.4.6. Missing service: [org.apache.karaf.features.FeaturesService]
2024-08-27T23:38:40,161 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.instance.core/4.4.6
2024-08-27T23:38:40,185 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.jaas.command/4.4.6
2024-08-27T23:38:40,190 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.6
2024-08-27T23:38:40,193 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.6
2024-08-27T23:38:40,199 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Command registration delayed for bundle org.apache.karaf.kar.core/4.4.6. Missing service: [org.apache.karaf.kar.KarService]
2024-08-27T23:38:40,203 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.log.core/4.4.6
2024-08-27T23:38:40,206 | INFO  | FelixStartLevel  | CommandExtension                 | 45 - org.apache.karaf.shell.core - 4.4.6 | Registering commands for bundle org.apache.karaf.package.core/4.4.6
